9952160796201401,.b1002301x,The theory and practice of socialism.,Random House,[c1936]
9952162619201401,.b10161910,Designing the user interface : strategies for effective human-computer interaction / Ben Shneiderman.,"Addison-Wesley,","[1993], c1992."
9952162655401401,.b10187789,The Fiscal crisis of American cities : essays on the political economy of urban America with special reference to New York / edited by Roger E. Alcaly and David Mermelstein.,"Vintage Books,","1977, c1976."
9952163172301401,.b1025089x,The national energy plan.,"U.S. Government Printing Office,",1977.
9952163173101401,.b10252149,Essays in nineteenth-century American legal history / edited by Wythe Holt.,"Greenwood Press,",1976.
9952163825001401,.b10306341,Agricultural development in China and India : a comparative study / Kalyani Bandyppadhyaya.,"Wiley,",c1976.
9952163968201401,.b10350433,"Proposals that work : a guide for planning dissertations and grant proposals / Lawrence F. Locke, Waneen Wyrick Spirduso, Stephen J. Silverman.","Sage Publications,",c1993.
9952164819101401,.b10443332,"Financial administration under the T'ang dynasty, by D. C. Twitchett.","University Press,",1970.
9952165229301401,.b10471571,"Distributed systems : concepts and design / George Coulouris, Jean Dollimore, Tim Kindberg.","Addison-Wesley,",c1994.
9952165761901401,.b10553800,"The Internet : a guide for chemists / Stephen [i.e. Steven] M. Bachrach, editor.","American Chemical Society,",1996.
9952167429901401,.b10733152,"The nature of computation : an introduction to computer science / Ira Pohl, Alan Shaw.","Computer Science Press,",c1981.
9952167621401401,.b10746663,The million dollar lawyers / by Joseph C. Goulden.,"Putnam,",c1978.
9952167706501401,.b10768002,Nonconformity in the nineteenth century; edited by David M. Thompson.,"Routledge and K. Paul,",1972.
9952168837201401,.b10880446,"God and Mammon, by Francois Mauriac.","Sheed & Ward,",1936.
9952169331301401,.b10930899,Does Jane compute? : preserving our daughters' place in the cyber revolution / Roberta Furger.,"Warner Books,",c1998.
9952169917001401,.b11240283,Chaotic dynamics : an introduction / Gregory L. Baker and Jerry P. Gollub.,"Cambridge University Press,",1990.
9952170325101401,.b11265899,An introduction to operating systems / Harvey M. Deitel.,"Addison-Wesley Pub. Co.,","1989, c1990."
9952170521501401,.b11294814,"Understanding computers and cognition : a new foundation for design / Terry Winograd, Fernando Flores.","Addison-Wesley,",c1987 (1990 printing).
9952170765101401,.b11331860,"Out of control : the new biology of machines, social systems, and the economic world / Kevin Kelly.","Addison-Wesley,",[1995]
9952171149401401,.b11363307,"An introduction to parallel programming / K. Mani Chandy, Stephen Taylor.","Jones and Bartlett,",c1992.
9952171231001401,.b11363514,"History of the Internet : a chronology, 1843 to the present / Christos J.P. Moschovitis ... [et al.].","ABC-CLIO,",c1999.
9952171239201401,.b11361475,"Handbook on parallel and distributed processing / Jacek Blazewicz ... [et al.], editors.","Springer,",c2000.
9952171704101401,.b10978811,Object-oriented programming : an evolutionary approach / Brad J. Cox.,"Addison-Wesley,",c1986.
9952172600901401,.b11074516,The two cultures and the scientific revolution.,Cambridge University Press,[1959]
9952172687601401,.b11094138,Marx's Paris writings: an analysis [by] John Maguire. With an introd. by David McLellan.,Gill and Macmillan,[1972]
9952172842701401,.b11088321,Programming with constraints : an introduction / Kim Marriott and Peter J. Stuckey.,"MIT Press,",c1998.
9952173087201401,.b11137976,Iberian fathers. Translated by Claude W. Barlow.,Catholic University of America Press,[1969-
9952174593101401,.b11572413,The token-ring management guide / Martin A.W. Nemzow.,"McGraw-Hill,",c1993.
9952174699101401,.b11580409,"Themis, a study of the social origins of Greek religion. With an excursus on the ritual forms preserved in Greek tragedy by Gilbert Murray and a chapter on the origin of the Olympic games by F. M. Cornford.",World Pub. Co.,"[1962, c1927]"
9952174787201401,.b11583344,That old-time religion.,"Houghton Mifflin,",1950.
9952174979001401,.b11620341,"The social sources of denominationalism, by H. Richard Niebuhr.",H. Holt and Company,[c1929]
9952175084801401,.b11623858,"The Muslim community of the Indo-Pakistan subcontinent, 610-1947; a brief historical analysis.","Mouton,",1962.
9952175125401401,.b1161917x,"Hebrew religion, its origin and development, by W.O.E.  Oesterley and Theodore H. Robinson.",The Macmillan co.,[1930]
9952175493201401,.b11639799,Confucian personalities. Edited by Arthur F. Wright and Denis Twitchett. With contributions by Albert E. Dien [and others],"Stanford University Press,",1962.
9952175606601401,.b11654041,"The Bible of mankind, compiled and edited by Mirza Ahmad Sohrab.","Universal Publishing Co.,",1939.
9952175665601401,.b11654302,"The world's great scriptures; an anthology of the sacred books of the ten principal religions, compiled and annotated with historical introductions and interpretive comments by Lewis Browne. With decorations and maps by the editor.","The Macmillan company,",1946.
9952175698001401,.b11645118,Kingdom of the saints; the story of Brigham Young and the Mormons.,"Viking Press,",1957.
9952175752801401,.b11644242,"Piety versus moralism; the passing of the New England theology, by Joseph Haroutunian.",H. Holt,[c1932]
9952175881401401,.b11678562,Principles of political economy; with some of their applications to social philosophy. By John Stuart Mill; with a special introduction by Arthur T. Hadley.,Colonial Press,[1899]
9952175980001401,.b11698469,Conserving natural resources; principles and practice in a democracy.,"McGraw-Hill,",1955.
9952175992201401,.b11693770,"A treatise on money, by John Maynard Keynes ...","Harcourt, Brace and Company",[1930]
9952175993001401,.b11696990,Capital markets and institutions.,Prentice-Hall,[1965]
9952176007801401,.b11692716,International economics [by] Peter B. Kenen.,Prentice-Hall,[1967]
9952176008001401,.b11692698,"The International Monetary Fund, 1945-1965; twenty years of international monetary cooperation, [edited] by J. Keith Horsefield.","International Monetary Fund,",1969.
9952176096701401,.b11698986,Conservation of natural resources.,"Wiley,",1950.
9952176102401401,.b11699760,"The ejido; Mexico's way out, by Eyler N. Simpson; with a foreword by Lic. Ramon Beteta ...","The University of North Carolina press,",1937.
9952176106501401,.b11699541,Land reform in Japan / by R.P. Dore.,"Oxford University Press,",1959.
9952176123401401,.b1169077x,"Financing American industry, and other addresses [by] E.H.H. Simmons ...",,1930]
9952176125801401,.b11691402,"Banking reform, ed. by J. Laurence Laughlin...","The National citizen's league,",1912.
9952176126701401,.b11691311,"The House of Baring in American trade and finance; English merchant bankers at work, 1763-1861.","Harvard Univ. Press,",1949.
9952176130601401,.b11692169,"Credit policies of the federal reserve system, by Charles O. Hardy.","The Brookings Institution,",1932.
9952176170901401,.b1172903x,"The United States oil policy, by John Ise.",Yale university press;,1926.
9952176187301401,.b11718456,Gezira; a story of development in the Sudan.,Faber and Faber,[1959]
9952176188201401,.b11718353,Exploring energy choices; a preliminary report.,,1974]
9952176218201401,.b11713276,"The farmer's age : agriculture, 1815-1860 / by Paul W. Gates.","Holt, Rinehart and Winston,",c1960.
9952176219801401,.b11713161,"Empire in pine : the story of lumbering in Wisconsin, 1830-1900 / by Robert F. Fries.","State Historical Society of Wisconsin,",1951.
9952176224501401,.b11712879,United States international timber trade in the Pacific area.,Stanford Univ. Press;,[1949]
9952176251901401,.b11702655,"Child labor in city streets, by Edward N. Clopper ...","The Macmillan Company,",1912.
9952176290701401,.b11728097,World agriculture; an international survey; a report by a study group of members of the Royal institute of international affairs.,"Oxford university press,",1932.
9952176291501401,.b11728036,"Middle America, by Charles Morrow Wilson.","W.W. Norton & Company, inc.",[1944]
9952176303001401,.b1171010x,Development planning; the essentials of economic policy [by] W. Arthur Lewis.,Harper & Row,[1966]
9952176315901401,.b11713896,The Lysenko affair.,"Harvard University Press,",1970.
9952176341701401,.b1171153x,Industrialization in two systems; essays in honor of Alexander Gerschenkron by a group of his students.,Wiley,[1966]
9952176396001401,.b1175137x,About face : the essentials of user interface design / Alan Cooper.,IDG Books Worldwide ;,1995.
9952176400701401,.b11717695,"Fifty million acres: conflicts over Kansas land policy, 1854-1890.",Cornell University Press,[1954]
9952176473501401,.b11726878,Contemporary problems of public law in Canada: essays in honour of Dean F. C. Cronkite. Edited by O. E. Lang.,"Published for the College of Law, University of Saskatchewan by University of Toronto Press",[c1968]
9952176474301401,.b11726763,A concise history of the common law / by Theodore F.T. Plucknett.,"Little, Brown,",1956.
9952176484101401,.b11731758,History of labour in the United States / by John R. Commons ... [et al.] ; with an introductory note by Henry W. Farman.,"Macmillan,",1918-1935.
9952176485001401,.b11731692,"The new unionism in the clothing industry, by J. M. Budish and George Soule.","Harcourt, Brace and Howe,",1920.
9952176503501401,.b11732428,"Trade unionism in the United States, by Robert Franklin Hoxie...with an introduction by E. H. Downey...and a supplement by Mollie Ray Carroll...","D. Appleton and Company,",1923.
9952176529501401,.b11733408,"Petroleum productive capacity; a report on present and future supplies of oil and gas, presented on January 29, 1952.",,1952]
9952176530901401,.b11733305,Collective negotiations for teachers; an approach to school administration [by] Myron Lieberman [and] Michael H. Moskow.,Rand McNally,[1966]
9952176638701401,.b1175090x,The universal computer : the road from Leibniz to Turing / Martin Davis.,"Norton,",c2000.
9952177193401401,.b11895214,"Developing IP-based services : solutions for service providers and vendors / Monique Morrow, Kateel Vijayananda.","Morgan Kaufmann Publishers,",c2003.
9952177358501401,.b11959642,Atlantis destroyed / Rodney Castleden.,"Routledge,",2001.
9952177479101401,.b11971885,"Debates on evaluation / [edited] by Marvin C. Alkin ; with contributions by Michael Quinn Patton, Carol H. Weiss ; with additional participation by Ross Conner ... [et al.].","Sage Publications,",c1990.
9952177552501401,.b11925590,"Fields of knowledge : French academic culture in comparative perspective, 1890-1920 / Fritz Ringer.","Cambridge University Press,",1992.
9952179134601401,.b13132805,"Core servlets and JavaServer pages / Marty Hall, Larry Brown.","Prentice Hall PTR,",c2004-c2008.
9952180164701401,.b18272812,Between humanities and the digital / edited by Patrik Svensson and David Theo Goldberg.,"The MIT Press,",[2015]
9952181402901401,.b17456988,Schrödinger's killer app : race to build the world's first quantum computer / Jonathan P. Dowling.,"CRC Press Taylor & Francis Group,",[2013]
9952181434501401,.b17453112,"Single page web applications : JavaScript end-to-end / Michael S. Mikowski, Josh C. Powell.","Manning,",[2013]
9952160769101401,.b10023276,Philosophical foundations of English socialism.,"Harvard University Press,",1951.
9952160778901401,.b10029308,"Fascism in Western Europe, 1900-45 [by] H. R. Kedward.","New York University Press,",1971.
9952160857701401,.b10020123,New Fabian essays [by] R. H. S. Crossman [and others]  Edited by R. H. S. Crossman. Pref. by C. R. Attlee.,"Turnstile Press,",1952.
9952160873801401,.b10019145,Labor enterprise in Palestine; a handbook of Histadrut economic institutions. Foreword by Robert R. Nathan.,"Sharon Books,",1947.
9952160902501401,.b10028560,"Vietnamese communism, its origins and development / Robert F. Turner.","Hoover Institution Press, Stanford University,",[1975]
9952161362701401,.b10034377,"Combined annual reports of the World war foreign debt commission with additional information regarding foreign debts due the United States. Fiscal years 1922, 1923, 1924, 1925 and 1926.","Govt. print. off.,",1927.
9952161375001401,.b10031649,"The communistic societies of the United States; from personal visit and obervation: including detailed accounts of the Economists, Zoarites, Shakers, the Amana, Oneida, Bethel, Aurora, Icarian and other existing societies; their religious creeds, social practices, numbers, industries, and present condition. By Charles Nordhoff.","Harper & brothers,",1875.
9952161499201401,.b10034626,"The assignats, by S.E. Harris ...","Harvard University Press,",1930.
9952161500701401,.b10034432,"Capital & finance in the age of the renaissance; a study of the Fuggers and their connections, by Richard Ehrenberg, translated from the German by H. M. Lucas.",Harcourt,[1928]
9952161525301401,.b1002380x,Marxist esthetics. Translated from the French by Helen R. Lane. With an introd. by Fredric Jameson.,Cornell University Press,[1973]
9952161554701401,.b10060625,"Monitoring revenue sharing / Richard P. Nathan, Allen D. Manvel, Susannah E. Calkins, and associates.","Brookings Institution,",[1975]
9952161584401401,.b10060042,From the Morgenthau diaries.,"Houghton Mifflin,",1959-67.
9952161599401401,.b10052446,The financial effects of inflation / Phillip Cagan and Robert E. Lipsey.,"Published for the National Bureau of Economic Research by Ballinger Pub. Co.,",1978.
9952161888101401,.b10093163,Careers in conservation : opportunities in natural resource management / edited for the Natural Resources Council of America by Henry Clepper.,"Wiley,",c1979.
9952162029001401,.b10104598,The sexes throughout nature / by Antoinette Brown Blackwell.,"Hyperion Press,",1976.
9952162315901401,.b10131693,"Computer organization and design : the hardware/software interface / John L. Hennessy, David A. Patterson.","Morgan Kaufmann,",c1994.
9952162456601401,.b1017428x,What is Islam? / W. Montgomery Watt.,"Longman,",1979.
9952162587301401,.b10184272,"Collective bargaining and manpower utilization in big city governments / David Lewin, Raymond D. Horton and James W. Kuhn ; foreword by Eli Ginzberg.","Allanheld, Csmun,",1979.
9952163825101401,.b1030633x,"La nature et les prodiges : l'insolite au 16e siecle, en France / Jean Ceard.","Droz,",1977.
9952163833201401,.b10302037,Myth / [by] K. K. Ruthven.,"Methuen,",1976.
9952164011901401,.b10342448,200 years of American business / Thomas C. Cochran.,"Basic Books,",c1977.
9952164640001401,.b1039932x,History of the African Methodist Episcopal Church.,"Arno Press,",1969.
9952165908201401,.b10568414,Introduction to computers and data processing / Gary B. Shelly & Thomas J. Cashman.,"Anaheim Pub. Co.,",c1980.
9952166417101401,.b10613158,Object solutions : managing the object-oriented project / Grady Booch.,"Addison-Wesley Pub. Co.,",c1996.
9952167388701401,.b10735525,UNIX time-sharing system : UNIX programmer's manual / Bell Telephone Laboratories.,"Holt, Rinehart and Winston,",c1983.
9952167444201401,.b10733073,The human use of human beings : cybernetics and society / Norbert Wiener.,"Da Capo Press,","1988, c1954."
9952167497201401,.b10755913,The Directory of possibilities / edited by Colin Wilson and John Grant.,Rutledge Press :,1981.
9952167777301401,.b10784317,HAL's legacy : 2001's computer as dream and reality / edited by David G. Stork.,"MIT Press,",c1997.
9952167858701401,.b10794906,"The pilgrimage to Parnassus with the two parts of The return from Parnassus. Three comedies performed in St. John's college, Cambridge, A. D. MDXCVII-MCDI.  Ed. from MSS. by the Rev. W. D. Macray.","Clarendon press,",1886.
9952168541201401,.b10849713,The works of George Chapman ...,"Chatto and Windus,",1874-75.
9952168893801401,.b10886102,"The rise and decline of the Medici Bank, 1397-1494.","Harvard University Press,",1963.
9952169965101401,.b11246674,Now what? : how to get your computer up and keep it running / Michael Schuyler.,"Neal-Schuman,",c1988.
9952170402401401,.b11287986,Architects of the information society : 35 years of the Laboratory for Computer Science at MIT / Simson L. Garfinkel ; edited by Hal Abelson ; with a foreword by Michael L. Dertouzos.,"MIT Press,",1999.
9952170444301401,.b11278109,Programming for the world : a guide to internationalization / Sandra Martin O'Donnell.,"PTR Prentice Hall,",c1994.
9952170506601401,.b11291849,"Proposed roads to freedom : socialism, anarchism and syndicalism / by Bertrand Russell.","H. Holt,",1919.
9952170917701401,.b11343151,Trade unionism and labor problems : 2d series / edited with an introduction by John R.Commons ...,Ginn and company,[c1921]
9952171132001401,.b11358440,Computer organization : a top-down approach / Greg W. Scragg.,"McGraw-Hill,",c1992.
9952171217201401,.b11358257,Algorithmics : the spirit of computing / David Harel.,"Addison-Wesley,",c1987 (1991 printing).
9952171828201401,.b10985803,The cult of information : the folklore of computers and the true art of thinking / Theodore Roszak.,"Pantheon,",1986.
9952172373401401,.b11057580,An American crusade for wildlife / by James B. Trefethen ; drawings by Peter Corbin.,"Winchester Press,",[1975]
9952173170801401,.b1114337x,La barbarie a visage humain / Bernard-Henri Levy.,"B. Grasset,",c1977.
9952173193601401,.b11135992,Theological and dogmatic works. Translated by Roy J. Deferrari.,"Catholic University of America Press,",1963.
9952173194501401,.b11135906,Dialogues / translated by Odo John Zimmerman.,"Fathers of the Church,",1959.
9952173287901401,.b11150373,The Wisdom of the early Buddhists / compiled by Geoffrey Parrinder.,"Directions Pub. Corp.,",1977.
9952173358501401,.b11415344,"The programming language landscape / Henry Ledgard, Michael Marcotty.","Science Research Associates,",c1981.
9952173389201401,.b11413736,The Turing omnibus : 61 excursions in computer science / A.K. Dewdney.,"Computer Science Press,",c1989.
9952173618801401,.b11419866,The mind tool : computers and their impact on society / Neill Graham.,"West Pub. Co.,",c1983.
9952174176201401,.b11516835,Fundamentals of structured COBOL programming / Carl Feingold.,"W. C. Brown Co.,",c1978.
9952174218601401,.b11499898,"Study guide to accompany The mind tool, computers and their impact on society, 2nd edition /prepared by James W. Boyd.","West Pub. Co.,",c1980.
9952174310501401,.b11514127,Fundamentals of COBOL programming : a structured approach / Terry M. Walker.,"Allyn and Bacon,",c1976.
9952174560501401,.b11569761,Help! : the art of computer technical support / by Ralph Wilson ; illustrated by Mari Stein.,"Peachpit Press,",c1991.
9952174840201401,.b11572838,Design and validation of computer protocols / Gerard J. Holzmann.,"Prentice Hall,",c1991.
9952174965601401,.b11619612,"The Jewish contribution to civilization, by Cecil Roth.","Harper & Brothers,",1940.
9952174978301401,.b11620389,Church cooperation in the United States; the nation-wide backgrounds and ecumenical significance of state and local councils of churches in their historical perspective.,"The Association of Council Secretaries,",1960.
9952175032101401,.b11611571,"Anti-Semitism and emotional disorder, a psychoanalytic interpretation by Nathan W. Ackerman and Marie Jahoda.",Harper,[1950]
9952175035801401,.b11608377,The supreme doctrine: psychological studies in Zen thought. Foreword by Aldous Huxley.,"Pantheon Books,",[1955]
9952175105801401,.b11613282,"Early American Jews, by Lee M. Friedman.","Harvard University Press,",1934.
9952175368301401,.b11643286,"Mitre and sceptre; transatlantic faiths, ideas, personalities, and politics, 1689-1775.","Oxford University Press,",1962.
9952175475601401,.b1163988x,"History of Japanese religion, with special reference to the social and moral life of the nation. by Masaharu Anesaki ... With 43 illustrations ...","K. Paul, Trench, Trubner & Co., ltd.,",1930.
9952175719601401,.b11628625,The Christian of the future. [Translated by W. J. O'Hara.,Herder and Herder,[1967]
9952175745101401,.b11628200,"The papacy and world affairs as reflected in the secularization of politics, by Carl Conrad Eckhardt ...",The University of Chicago press,[1937]
9952175992801401,.b11693757,Monetary reform / by John Maynard Keynes.,"Harcourt, Brace and Co.,",1924.
9952175997701401,.b11693551,A theoretical framework for monetary analysis.,"National Bureau of Economic Research; distributed by Columbia University Press,",1971.
9952176006101401,.b11692881,The International Development Association; a new approach to foreign aid [by] James H. Weaver.,Praeger,[1965]
9952176007201401,.b11692777,"The international monetary system; problems and proposals, edited by Lawrence H. Officer and Thomas D. Willett.",Prentice-Hall,[1969]
9952176074201401,.b11694324,"Taming the tiger : an essay in the economic theory and political economy of indexation to mitigate the consequences of, and slow down, inflation / Richard Jackman, Kurt Klappholz.","Institute of Economic Affairs,",1975.
9952176098101401,.b11695481,"The Chinese inflation, 1937-1949.","Columbia University Press,",1963.
9952176118601401,.b11691104,"Chapters on the theory and history of banking, by Charles F. Dunbar ...","G.P. Putnam's Sons,",1901.
9952176120401401,.b11690951,"Banking in the early stages of industrialization; a study in comparative economic history, by Rondo Cameron with the collaboration of Olga Crisp, Hugh T. Patrick [and] Richard Tilly.","Oxford University Press,",1967.
9952176122101401,.b11690860,A financial history of the new Japan [by] T. F. M. Adams [and] Iwao Hoshii.,Kodansha International,[1972]
9952176123601401,.b11691517,"Proudhon's Solution of the social problem [by] P. J. Proudhon; including commentary and exposition by Charles A. Dana and William B. Greene, edited, with introduction, by Henry Cohen.","Vanguard press,",[1927]
9952176132101401,.b11690367,The ways and means of payment.,"A. M. Kelley,",1965.
9952176190701401,.b11718080,"Farm tenancy in the United States. An analysis of the results of the 1920 census relative to farms classified by tenure supplemented by pertinent data from other sources, by E.A. Goldenweiser and Leon E. Truesdell ...","Govt. Print. Off.,",1924.
9952176199701401,.b11714177,"Sugar economics, statistics, and documents, by Myer Lynsky, Research division. A publication of the United States Cane Sugar Refiners' Association.",,1938.
9952176206201401,.b11715686,"The farmer's last frontier, agriculture, 1860-1897, by Fred A. Shannon ...","Farrar & Rinehart, inc.",[1945]
9952176212101401,.b11715480,Food for the world.,University of Chicago Press,[1945]
9952176274301401,.b11725977,"Men and measures in the law; five lectures delivered at the Univ. of Michigan, Apr. 1948; with an introd. by E. Blythe Stason.","A.A. Knopf,",1949.
9952176335601401,.b11711048,"The Challenge of development, theory and practice; a sourcebook, edited by Richard J. Ward.",Aldine Pub. Co.,[1967]
9952176342401401,.b11711437,"Patents, invention, and economic change; data and selected essays. Edited by Zvi Griliches and Leonid Hurwicz.","Harvard University Press,",1972.
9952176457401401,.b11718663,Project Independence report.,"Federal Energy Administration : for sale by the Supt. of Docs., U.S. Govt. Print. Off.,",1974.
9952176458401401,.b11718560,"Resources and the American dream, including a theory of the limit of growth.",Ronald Press Co.,[1953]
9952176477001401,.b11732027,"Trade unionism and munitions, by G.D.H. Cole.",Clarendon Press;,1923.
9952176477501401,.b11732003,"Organized labor in Mexico, by Marjorie Ruth Clark.","The University of North Carolina Press,",1934.
9952176481001401,.b11731850,Labor in the League system : a study of the International Labor Organization in relation to international administration / Francis Graham Wilson.,"Stanford University Press,",1934.
9952176513701401,.b11732969,Union policies and industrial management [by] Sumner H. Slichter.,"The Brookings institution,",1941.
9952176516401401,.b11732647,The political role of labor in developing countries.,Brookings Institution,[1963]
9952176529001401,.b11733421,1877: year of violence.,Bobbs-Merrill,[1959]
9952176537001401,.b11716009,The new revolution in the cotton economy; mechanization and its consequences.,University of North Carolina Press,[1957]
9952176636401401,.b11753122,Introduction to algorithms / Thomas H. Cormen ... [et al.].,"MIT Press,",c2001.
9952176674401401,.b11812758,Usability engineering / Jakob Nielsen.,"Morgan Kaufmann Publishers,",c1993.
9952177040601401,.b11826125,"Programming languages : structures and models / Herbert L. Dershem, Michael J. Jipping.","PWS Pub. Co.,",c1995.
9952177149301401,.b11865040,"Beyond chaos : the underlying theory behind life, the universe, and everything / Mark Ward.","Thomas Dunne Books,",2002.
9952177937001401,.b11980254,"Turtles, termites, and traffic jams : explorations in massively parallel microworlds / Mitchel Resnick.","MIT Press,",c1994.
9952178316001401,.b1208038x,Information seeking in electronic environments / Gary Marchionini.,"Cambridge University Press,",1997.
9952178426201401,.b12078803,"Descriptive and inferential statistics : an introduction / Herman J. Loether, Donald G. McTavish.","Allyn and Bacon,",c1993.
9952179671601401,.b13901795,"Technologies for enhancing pedagogy, engagement, and empowerment in education : creating learning-friendly environments / [edited by] Thao Lê, Quynh Lê.","Information Science Reference,",c2012.
9952179815401401,.b13892630,Choosing and using statistics : a biologist's guide / by Calvin Dytham.,"Wiley-Blackwell,",2011.
9952181197001401,.b15389042,Learning the virtual life : public pedagogy in a digital world / [edited by] Peter Pericles Trifonas.,"Routledge,",2012.
9952181547901401,.b17663313,Raspberry Pi hacks : tips & tools for making things with the inexpensive Linux computer / Ruth Suehle and Tom Calloway,"O'Reilly Media,",2013.
9952181741201401,.b17772060,Interdisciplinary conversations : challenging habits of thought / Myra H. Strober.,"Stanford University Press,",2010.
9952160770801401,.b10023069,Socialism.,"McGraw-Hill Book Co.,",1949.
9952160798001401,.b1002279x,"The psychology of Bolshevism, by John Spargo.",Harper,[1919]
9952160799001401,.b10022673,"I, governor of California, and how I ended poverty: a true story of the future/ by Upton Sinclair.","U. Sinclair,",[1933]
9952160809301401,.b10026289,"Food and population : the world in crisis / George McGovern, advisory editor.","New York Times,",1975.
9952160849901401,.b10024438,"The Communist International, 1919-1943.","Oxford University Press,",1956-65.
9952160854701401,.b10027063,"Energy and environment / Stuart Bruchey, advisory editor, Gene Brown, editor.","Arno Press,",1978.
9952160875301401,.b10025571,"The theory and practice of communism, an introduction.",Bles,[1950]
9952161370101401,.b10031893,"Readings in fiscal policy, selected by a committee of the American Economic Association. [Selection committee: Arthur Smithies and J. Keith Butters]","Published for the association by R. D. Irwin,",1955.
9952161378401401,.b10031492,"The Harmonists, a personal history,... by John S. Duss.","Pennsylvania Book Service,",1943.
9952161495201401,.b10032095,Public economics. [Translated from the Norwegian by M.C. Brown and R.I. Christophursen],North-Holland Pub. Co.;,1965.
9952161497901401,.b10034754,"American participation in the China consortiums, by Frederick V. Field ...","Pub. for the American Council, Institute of Pacific Relations by the University of Chicago Press",[1931]
9952161528801401,.b10002741,Technological change: the United States and Britain in the nineteenth century; edited with an introduction by S. B. Saul.,"Methuen,",1970.
9952161531301401,.b10002467,Baking in America.,"Northwestern University Press,",1956.
9952161553201401,.b10060856,Confederate finance.,University of Georgia Press,[1954]
9952161553901401,.b1006073x,"Control of federal expenditures; a documentary history, 1775-1894, compiled by Fred Wilbur Powell.","The Brookings Institution,",1939.
9952161555901401,.b10060492,Financing State and local governments [by] James A. Maxwell.,Brookings Institution,[1965]
9952161578801401,.b10061988,"The tariff history of the United States, by F.W. Taussig ...","G. P. Putnam's sons,",1914
9952161584601401,.b10060017,Shufeldt claim. Claim of the United States of America on behalf of P. W. shufeldt v. the republic of Guatemala.,"U. S. govt. print. off.,",1932.
9952161841001401,.b10061198,Trade liberalization among industrial countries; objectives and alternatives [by] Bela Belassa.,Published for the Council on Foreign Relations by McGraw-Hill,[1967]
9952161841701401,.b10061162,"Rebuilding trade by tariff bargaining, by George P. Auld.","The National Foreign Trade Council, Inc., and the National Foreign Trade Association",[c1936]
9952161883201401,.b10085191,New profits from the monetary crisis / Harry Browne.,"Morrow,",1978.
9952162448601401,.b1014092x,Distributed systems / edited by Sape Mullender.,ACM Press ;,c1993.
9952162468901401,.b10169143,Kids & computers : a parent's handbook / Judy Salpeter with Dan Derrick ... [et al.].,"SAMS,",c1992.
9952162785101401,.b10207119,"The medicine man; a sociological study of the character and evolution of shamanism, by John Lee Maddox ... with a foreword by Professor A. G. Keller.","The Macmillan company,",1923.
9952163411001401,.b10273207,"Programming in Prolog / W.F. Clocksin, C.S. Mellish.","Springer-Verlag,",1994.
9952163449701401,.b10272355,"Inside Wall Street, 1920-1942, by S. Marshall Kempner.",,[1973]
9952164308101401,.b10372234,How numbers lie : a consumer's guide to numerical hocus pocus / by Richard P. Runyon ; illustrated by Frank Corbie.,"Lewis Pub. Co.,",c1981.
9952164476601401,.b10401040,Principles of bibliographical description.,"Russell & Russell,",1962 [c1949]
9952164490901401,.b10400515,"Major U.S. statistical series : definitions, publications, limitations / Jean Slemmons Stratford, Juri Stratford.","American Library Association,",1992.
9952164936001401,.b10427363,"Two Elizabethan Puritan diaries, by Richard Rogers and Samuel Ward. Edited, with an introd. by M.M. Knappen.","P. Smith, 1966.",
9952166305701401,.b10602239,"Capitalism and the State in U.S.-Latin American relations / edited by Richard R. Fagen ; contributors, Cynthia Arnson ... [et al.].","Stanford University Press,",1979.
9952166515201401,.b10621404,An introduction to distributed algorithms / Valmir C. Barbosa.,"MIT Press,",c1996.
9952168199701401,.b10828771,Network architectures for distributed computing = Arkhitektura vychislitelnykh setei / Eduard A. Yakubaitis ; translated by Martin Morell.,"Allerton Press,",c1983.
9952168692701401,.b1087303x,"Essai sur Mallarme. Bibliographie, portraits, fac-similes.",P. Seghers,[1963]
9952169048601401,.b1090556x,"LISP, lore, and logic : an algebraic view of LISP programming, foundations, and applications / W. Richard Stark.","Springer-Verlag,",c1990.
9952169740001401,.b11206172,Design wise : a guide to evaluating the interface design of information resources / by Alison J. Head.,"CyberAge Books,",c1999.
9952169825601401,.b11226456,"Stolen women : reclaiming our sexuality, taking back our lives / Gail Elizabeth Wyatt.","J. Wiley,",c1997.
9952170102001401,.b11257465,The Design and implementation of the 4.3BSD UNIX operating system / by Samuel J. Leffler ... [et al.].,"Addison-Wesley,",c1989.
9952170378301401,.b11293275,Introduction to the theory of programming languages / Bertrand Meyer.,"Prentice Hall,",1991.
9952170639001401,.b1129999x,"A practical guide to usability testing / Joseph S. Dumas, Janice C. Redish.","Intellect,",c1999.
9952171234701401,.b11361773,Computers as theatre / Brenda Laurel.,"Addison-Wesley Pub. Co.,",c1993.
9952171618501401,.b10966845,Classica Americana : the Greek and Roman heritage in the United States / Meyer Reinhold.,"Wayne State University Press,",1984.
9952172988501401,.b11114277,The Art of human-computer interface design / edited by Brenda Laurel.,"Addison-Wesley Pub. Co.,",c1990.
9952173177901401,.b11137654,Letters / translated by Edmund Hunt.,"Fathers of the Church,",1957.
9952173383801401,.b1141540x,Object-oriented programming in COMMON LISP : a programmer's guide to CLOS / Sonya E. Keene ; contributions by Dan Gerson ; foreword by David A. Moon.,"Addison-Wesley,",c1989.
9952173576701401,.b11453096,Scholarly arguments : strategies for writing persuasive proposals in the humanities / by Christina M. Gillis.,"Townsend Center for the Humanities, University fo California, Berkeley,",c1993.
